node,y_coordinate,z_coordinate,pred_p,pred_w,pred_v,pred_u,target_p,target_w,target_v,target_u
43,-0.0006944361236,-0.01073104327,6324.042,0.08051729,-0.8568592,4.2685523,6319.79,0.075665,-0.8570781,4.263644
44,0.0006977168976,-0.01072866159,6529.712,-0.050599575,-0.7727095,4.196151,6555.0557,-0.050998688,-0.75569,4.188579
45,-0.0007890569006,-0.01072789135,6342.251,0.09798765,-0.8573625,4.259461,6320.8057,0.087080956,-0.8550525,4.2647524
46,0.0007914495049,-0.01072525269,6570.1455,-0.05583048,-0.76014316,4.1723795,6576.5537,-0.05808592,-0.7486663,4.1788573
47,-0.00155784511,-0.01072351947,6840.3857,0.16487026,-0.71628785,3.9421403,6768.8057,0.16507149,-0.69505847,3.9549348
48,-0.0008557184374,-0.01072140572,6366.046,0.110619545,-0.85768497,4.250972,6372.501,0.09697771,-0.84434235,4.250937
49,0.0008517417888,-0.01071923194,6601.8545,-0.055664062,-0.75351167,4.158177,6610.1533,-0.06044531,-0.74746466,4.1583576
50,0.001563536054,-0.01071905302,7052.4365,-0.08809948,-0.6307008,3.7666874,7077.2725,-0.06963158,-0.60340226,3.7507675
51,-0.00228077201,-0.01071520222,7938.915,-0.020337582,0.06795287,1.4224832,7776.9385,-0.008795261,0.071350336,1.3786201
52,0.00235044045,-0.01069717645,7663.2393,-0.15403223,-0.65193415,1.5697004,7688.966,-0.15072203,-0.675527,1.5108125
53,-0.001813960565,-0.01068159123,7288.45,0.1760807,-0.62389135,3.7913072,7351.5186,0.15430593,-0.5817063,3.7339675
54,0.001827349731,-0.01067621757,7218.257,-0.1159215,-0.6824112,3.550683,7271.501,-0.116560936,-0.67318475,3.5112388
55,-0.002273017738,-0.01066241428,7893.9775,0.15122318,-0.44722128,3.0932512,7794.7803,0.15655422,-0.45480835,3.0606384
56,-1.355544609e-08,-0.01066099345,6246.2,-0.016952515,-0.8652004,4.278885,6240.503,-0.0068540573,-0.86668634,4.2924275
57,-0.001550343408,-0.0106465868,6838.335,0.19357252,-0.8051555,4.0749273,6755.8975,0.19959974,-0.8111551,4.1160765
58,0.002343037918,-0.01064300338,7710.5283,-0.13609648,-0.580881,2.7881365,7696.634,-0.11980438,-0.5833186,2.712902
59,0.001556919052,-0.01064060497,7042.9287,-0.08383608,-0.66853774,3.850764,7063.2373,-0.080014706,-0.6591555,3.8752804
60,-0.002783953771,-0.01063782925,8647.524,-0.002450943,0.0060150623,-0.025271665,8605.714,4.7683716e-07,-2.3841858e-07,0.0
61,-0.0006915957469,-0.0106376115,6298.704,0.0810132,-0.89610505,4.2891254,6296.253,0.07972622,-0.9037498,4.287898
62,-0.0007834793644,-0.01063462171,6315.118,0.09730387,-0.8966751,4.281124,6297.6963,0.09221268,-0.9024662,4.2902055
63,0.0006960479642,-0.01063433332,6505.085,-0.06331682,-0.8075342,4.2024217,6531.0244,-0.061876774,-0.8016194,4.207048
64,0.000786660244,-0.0106310036,6547.3174,-0.067810535,-0.79685044,4.183807,6551.7783,-0.0696125,-0.7947918,4.197738
65,-0.0008478911837,-0.01062841386,6325.083,0.109084606,-0.8989345,4.275531,6349.3604,0.10406113,-0.89385605,4.2794685
66,0.0008445872463,-0.01062520429,6573.1963,-0.071115494,-0.7911352,4.1720834,6583.9443,-0.07188368,-0.79284453,4.179598
67,-0.001800748521,-0.01060582306,7294.9795,0.21275043,-0.72052133,3.9548488,7351.3916,0.21081829,-0.7056056,3.924662
68,0.002924526828,-0.01060235409,9337.802,0.020430565,-0.009034634,-0.04064058,9314.735,4.7683716e-07,-2.3841858e-07,0.0
69,-0.00226362658,-0.01059914731,7895.5576,0.24038982,-0.6946875,3.553139,7814.8467,0.228652,-0.6497524,3.5499716
70,0.001816051982,-0.01059861061,7230.8643,-0.1120224,-0.72374165,3.6532555,7263.5127,-0.115848064,-0.7133883,3.655344
71,-0.002768193163,-0.01059620402,8635.903,0.08728266,-0.38683724,0.90600896,8612.757,0.08849001,-0.3662777,0.8352532
72,-0.002965709472,-0.01059265625,8789.657,-0.0027480125,0.026167393,-0.060456555,8765.421,4.7683716e-07,-2.3841858e-07,0.0
73,0.00233452962,-0.01057810389,7704.366,-0.117851734,-0.5596057,3.1000671,7699.663,-0.11181736,-0.5660002,3.0662692
74,0.002908668051,-0.01055961681,9253.114,-0.14457512,-0.38314152,0.63314164,9256.995,-0.14107466,-0.40962338,0.61493814
75,0.003089954913,-0.01055604777,9467.919,-0.009363174,0.003301859,-0.07942271,9418.747,4.7683716e-07,-2.3841858e-07,0.0
76,-0.001541355458,-0.01055449084,6780.884,0.22012568,-0.86251175,4.1146955,6728.4854,0.22150278,-0.8764328,4.161662
77,-0.002956342197,-0.01054951638,8822.083,0.12137699,-0.48833668,0.718143,8789.284,0.10963249,-0.46837127,0.71491605
78,-1.374856529e-07,-0.01054858831,6229.1943,-0.011673927,-0.9090446,4.284768,6212.6123,-0.013003826,-0.9026277,4.28832
79,0.001548946129,-0.01054670795,7031.382,-0.097322464,-0.6916883,3.8954008,7033.993,-0.09455204,-0.69857764,3.9115484
80,-0.003115548615,-0.01054640232,8581.704,0.00017976761,0.016360044,-0.027099788,8543.972,4.7683716e-07,-2.3841858e-07,0.0
81,-0.002748856619,-0.01054645929,8615.503,0.24459839,-0.8188194,2.50982,8612.077,0.2481966,-0.7996578,2.4684625
82,-0.0006884156238,-0.01052594949,6270.71,0.08219051,-0.9404532,4.301829,6259.884,0.081700325,-0.9424038,4.287318
83,-0.002252323587,-0.01052342802,7899.335,0.3235178,-0.79508626,3.7517178,7814.3936,0.2956319,-0.76808095,3.7610915
84,-0.0007768774479,-0.01052314751,6282.3857,0.098704815,-0.9440578,4.3019423,6260.745,0.09488773,-0.94158113,4.290077
85,0.0006940839119,-0.0105216471,6469.788,-0.07652664,-0.84200084,4.208241,6502.3506,-0.07365751,-0.8360956,4.2021003
86,0.0007809010359,-0.01051841584,6511.5947,-0.08058548,-0.82991064,4.1841955,6522.4365,-0.08188677,-0.8292893,4.1930966
87,-0.0008385334828,-0.01051726706,6289.7803,0.11146164,-0.9468795,4.292652,6309.5654,0.10795021,-0.9343568,4.280984
88,-0.00178502829,-0.0105151054,7224.1025,0.25184488,-0.7762985,4.0073423,7323.9443,0.25719786,-0.77896154,3.996219
89,0.0008360015298,-0.01051288067,6537.757,-0.083444595,-0.82235026,4.165955,6552.5186,-0.0842185,-0.82681227,4.176784
90,0.003082321325,-0.01051096788,9379.194,-0.12774038,-0.31844974,0.5038947,9368.575,-0.12003708,-0.3305192,0.4641031
91,0.002889623341,-0.01050841853,9327.423,-0.09585428,-0.2978791,1.806661,9244.856,-0.10602903,-0.30088282,1.7647674
92,0.00180253674,-0.01050572527,7242.6885,-0.112730026,-0.7494314,3.7041032,7242.0537,-0.118144035,-0.7448201,3.712563
93,-0.003112068638,-0.01050145228,8623.921,0.16687632,-0.6019379,0.72580016,8550.675,0.16014624,-0.57508445,0.6798718
94,0.00232420846,-0.01050043678,7721.784,-0.112510204,-0.5805315,3.2142444,7697.0244,-0.10789633,-0.5884011,3.235352
95,-0.002944622896,-0.01049798191,8812.161,0.29138517,-0.8877033,2.3235464,8795.993,0.26404238,-0.87984633,2.2776918
96,-0.002723806381,-0.01048734351,8630.917,0.3182044,-0.9522524,3.0080585,8627.212,0.33158827,-0.941484,2.9886556
97,0.003073207311,-0.01045694195,9460.868,-0.06715536,-0.21175659,1.6209766,9363.292,-0.08792114,-0.22592843,1.5556583
98,-0.003107706444,-0.01044765308,8595.661,0.32005548,-1.0179133,2.333861,8542.218,0.31261158,-0.96471167,2.238884
99,0.002868578313,-0.01044666846,9311.442,-0.06808853,-0.28072226,2.2370198,9250.56,-0.084722996,-0.28959966,2.1681926
100,-0.0015305844,-0.0104443468,6672.462,0.23906279,-0.92351794,4.1549397,6668.9795,0.2370348,-0.9258573,4.170346
101,-0.00292847855,-0.01043680455,8863.624,0.37119627,-1.0053661,2.7989063,8827.956,0.35173655,-1.0078415,2.7772233
102,0.001539336657,-0.01043450256,6971.1475,-0.11568546,-0.7177496,3.914236,6995.9307,-0.111086845,-0.72704685,3.9191961
103,-0.002238661773,-0.01043282493,7857.669,0.35838652,-0.8397287,3.8089802,7778.218,0.3503418,-0.83908606,3.8427389
104,-0.002694037798,-0.01041650962,8639.548,0.41897583,-1.0383422,3.2565966,8618.7,0.41728735,-1.0206527,3.2584248
105,-3.697295511e-07,-0.01041418848,6202.4834,-0.0090584755,-0.9523021,4.2641683,6176.503,-0.021402359,-0.94645894,4.2702603
106,0.002311681096,-0.01040753138,7685.1436,-0.100132465,-0.60516346,3.3023927,7680.245,-0.109093666,-0.6118289,3.3216548
107,-0.001766345141,-0.01040655946,7104.456,0.2861247,-0.8386296,4.0617886,7238.874,0.30021334,-0.835114,4.0264535
108,0.001786411282,-0.01039469874,7199.71,-0.11704254,-0.7588763,3.728041,7206.122,-0.120277405,-0.7702056,3.739557
109,0.003060506376,-0.01039287173,9446.454,-0.051099777,-0.19697917,1.9990758,9375.058,-0.069015026,-0.21397316,1.9614881
110,-0.0006846184295,-0.01039243134,6239.927,0.087706566,-0.9873631,4.2764006,6203.157,0.08262062,-0.9904654,4.272296
111,-0.0007690600251,-0.01038984384,6249.665,0.104466915,-0.9912008,4.2737403,6201.9053,0.09649134,-0.99034417,4.275314
112,0.0006915673629,-0.01038693701,6443.464,-0.09020233,-0.88002527,4.2002606,6468.161,-0.089511395,-0.8771031,4.1841106
113,-0.0008275229522,-0.01038433853,6255.5654,0.11630297,-0.99516416,4.270927,6245.2783,0.11041546,-0.9844445,4.267688
114,-0.003099331605,-0.01038410297,8649.958,0.4048934,-1.0912958,2.7505758,8556.388,0.39665842,-1.0903789,2.741841
115,0.000773906583,-0.01038382855,6487.3076,-0.093502045,-0.8677523,4.173585,6487.993,-0.09835529,-0.87023497,4.175577
116,0.0008257231733,-0.0103786038,6515.3135,-0.09579086,-0.86101925,4.1565046,6515.575,-0.100893974,-0.8671824,4.1613173
117,0.002843558402,-0.01037269777,9286.823,-0.047751427,-0.3105923,2.4103558,9253.687,-0.06064129,-0.3104769,2.4136095
118,-0.002909142845,-0.01036358311,8873.243,0.4705987,-1.0882663,3.0710022,8843.304,0.4464674,-1.0802683,3.0507498
119,-0.003711416237,-0.01035390685,7066.2607,-0.011048794,-0.0019273758,-0.019431045,7063.5244,4.7683716e-07,-2.3841858e-07,0.0
120,0.00375263334,-0.01033871751,9328.64,-0.0036773682,0.0069084167,-0.06565416,9273.747,4.7683716e-07,-2.3841858e-07,0.0
121,-0.002659086981,-0.0103315218,8577.935,0.49425268,-1.064203,3.3571575,8552.14,0.49282598,-1.062301,3.3976636
122,-0.002222132704,-0.0103244335,7740.2393,0.405612,-0.8966832,3.8734598,7670.1084,0.40216255,-0.8920448,3.8777783
123,0.003045055469,-0.01031624543,9442.94,-0.03552866,-0.21571183,2.2143075,9385.997,-0.046265602,-0.2288419,2.21779
124,-0.003692666909,-0.01031400035,7027.622,0.51786566,-1.4807342,0.85492796,6998.4307,0.517426,-1.4963739,0.804402
125,-0.001517299816,-0.0103127022,6597.493,0.2691145,-0.98906076,4.157939,6570.2275,0.25129652,-0.98495114,4.1646914
126,-0.003089206423,-0.01030807237,8646.79,0.49433565,-1.1724097,3.0188503,8549.208,0.4852829,-1.163268,3.0172334
127,0.001527650175,-0.01030041657,6930.415,-0.14407587,-0.7696427,3.9007204,6950.8135,-0.1344719,-0.7602372,3.9189334
128,0.002296461409,-0.01029649847,7628.243,-0.0965848,-0.62286353,3.365412,7644.95,-0.11020565,-0.6330782,3.3765962
129,0.003735370991,-0.0102965554,9336.011,0.14681387,0.53006506,0.4084198,9278.845,0.16283226,0.5282831,0.3952849
130,0.003885841867,-0.01028951807,9168.3,0.023851871,0.010080814,-0.06331593,9205.026,4.7683716e-07,-2.3841858e-07,0.0
131,0.002813888581,-0.01028411123,9202.165,-0.02830267,-0.3328774,2.54612,9226.474,-0.03457594,-0.33665776,2.576561
132,-0.001744207916,-0.01027672943,6952.6143,0.3218665,-0.9101893,4.0757427,7075.9385,0.3434291,-0.9000869,4.0406823
133,-0.002885974326,-0.01027594179,8766.374,0.54954195,-1.1150985,3.1791255,8797.776,0.5367551,-1.1200268,3.199502
134,-0.003670257002,-0.01026615699,7040.823,0.58957195,-1.7342725,2.258005,6993.677,0.59724426,-1.6803246,2.2436576
135,0.001771244957,-0.01026118533,7148.718,-0.119010925,-0.78600633,3.7554307,7161.2744,-0.12720966,-0.7970549,3.7555292
136,5.567582636e-07,-0.01025059413,6125.044,-0.035844326,-1.0037787,4.24024,6124.802,-0.03363514,-1.0018114,4.237416
137,0.003873431046,-0.01024553756,9149.001,0.15674686,0.5617552,0.41856796,9203.56,0.181571,0.574244,0.38233194
138,0.003716560528,-0.01024529118,9370.638,0.17983627,0.5566323,1.4458904,9266.47,0.16346073,0.5694928,1.3719046
139,-0.004009453142,-0.01024000813,6555.427,-0.006418705,-0.0004916191,-0.054348473,6612.841,4.7683716e-07,-2.3841858e-07,0.0
140,-0.0007013882375,-0.0102302627,6133.952,0.08423853,-1.0436691,4.260253,6124.116,0.08504772,-1.0521014,4.242271
141,-0.002618235814,-0.01022948166,8448.7705,0.5761819,-1.0896035,3.4683995,8379.083,0.5650215,-1.0883822,3.4820046
142,-0.0007667146468,-0.01022841731,6139.8193,0.0987792,-1.0452242,4.256677,6120.698,0.09691429,-1.0526938,4.244843
143,0.003026249188,-0.01022465155,9382.739,-0.015432835,-0.2427386,2.3628368,9367.913,-0.020389557,-0.24722445,2.391557
144,-0.0008111100155,-0.01022445218,6143.3193,0.10769415,-1.0479931,4.253609,6150.8994,0.10868025,-1.0487535,4.2397857
145,0.0007114785108,-0.01022201948,6425.038,-0.106779575,-0.9212861,4.1708097,6429.8467,-0.113425255,-0.92525744,4.1496425
146,0.0007744777506,-0.0102195925,6457.4717,-0.12234974,-0.91347945,4.162384,6445.8857,-0.12117958,-0.91949713,4.1431794
147,-0.003076560527,-0.01021722462,8511.649,0.5708246,-1.1922755,3.133945,8481.261,0.5672531,-1.2058964,3.1658916
148,0.0008134375257,-0.01021571869,6477.29,-0.12749529,-0.9085882,4.152271,6465.917,-0.123485565,-0.9165672,4.133351
149,-0.00364407833,-0.01020846615,7015.2197,0.6400614,-1.7194088,2.7209585,7008.7666,0.6392937,-1.7158129,2.7256641
150,-0.003996819886,-0.01019770645,6591.8,0.5899029,-1.5546938,0.8389188,6524.2607,0.56632614,-1.5529189,0.77731323
151,-0.002201852673,-0.01019494172,7559.833,0.44776964,-0.9406495,3.8761275,7463.534,0.45466852,-0.9537326,3.899015
152,0.003859987573,-0.01019225815,9198.89,0.19229698,0.6037028,1.3973682,9187.718,0.18478155,0.6160953,1.3347678
153,0.003687091413,-0.0101866622,9359.95,0.14956045,0.5088875,1.8209887,9278.956,0.13786745,0.5061197,1.7984325
154,0.002778803271,-0.01017803908,9085.79,0.010012627,-0.37309957,2.6859374,9145.026,-0.0075268745,-0.36725962,2.7080805
155,-0.002858203218,-0.01017099843,8592.724,0.6353903,-1.146684,3.2804034,8635.048,0.62865925,-1.1444286,3.2910352
156,0.002276372181,-0.01016415095,7534.968,-0.1130867,-0.6572447,3.4284902,7597.448,-0.11674833,-0.65692675,3.430422
157,-0.001518796144,-0.01015392475,6498.122,0.28460073,-1.0548052,4.149232,6443.954,0.26740932,-1.0577017,4.142548
158,-0.00398202487,-0.0101468709,6554.3604,0.66810656,-1.7535529,2.1536856,6497.2646,0.6567373,-1.73955,2.077959
159,-0.003612730383,-0.01013945224,7022.073,0.6986079,-1.7219082,2.9995215,7017.464,0.68444395,-1.7304947,2.9941494
160,0.001530710492,-0.0101372131,6876.96,-0.15387869,-0.8155763,3.8860626,6901.368,-0.16715384,-0.797261,3.9038591
161,0.003838835528,-0.01013052751,9162.798,0.16602945,0.5511043,1.8001599,9196.231,0.15930986,0.55460715,1.7693342
162,-0.001724102244,-0.01012235703,6744.288,0.34691048,-0.9883436,4.059489,6841.5205,0.3797841,-0.9821651,4.042046
163,0.003652058667,-0.01011639027,9355.675,0.14108849,0.44354224,2.0755157,9298.237,0.12353611,0.4369073,2.086779
164,0.003003290294,-0.01011522078,9285.159,0.0033740997,-0.26458693,2.514355,9295.634,0.0075068474,-0.26972866,2.5325544
165,-0.00306058168,-0.01010869055,8339.663,0.6449146,-1.2232205,3.2287784,8302.886,0.6489425,-1.2345611,3.2572145
166,-0.002570830845,-0.0101070606,8091.282,0.64281225,-1.1238759,3.5505543,8067.8994,0.63359547,-1.1195059,3.55487
167,0.001758263329,-0.01010152793,7066.4326,-0.14997578,-0.82695186,3.7721062,7086.9795,-0.14595032,-0.826383,3.7660422
168,-0.003962197144,-0.01008668798,6546.9365,0.70540714,-1.7538671,2.579762,6492.8076,0.6908722,-1.755411,2.5388656
169,-0.004436034651,-0.01006466239,4923.495,0.010297298,0.0050313473,-0.018537113,4927.782,4.7683716e-07,-2.3841858e-07,0.0
170,-0.003575489032,-0.0100567258,6963.046,0.7410364,-1.7058868,3.1144817,6989.468,0.73196125,-1.7219551,3.1468565
171,0.00381330172,-0.01005671002,9174.317,0.1555996,0.5047598,2.0784118,9210.374,0.14505434,0.49005747,2.067339
172,0.002732344119,-0.01005234116,8893.036,0.011235714,-0.4175532,2.82875,8975.737,0.009994984,-0.4134723,2.8528614
173,-0.002824953413,-0.01004552786,8268.296,0.71426153,-1.1845005,3.3665435,8310.688,0.72119665,-1.171213,3.373495
174,9.157496162e-07,-0.01004231917,6061.907,-0.0571661,-1.0751938,4.2142124,6044.247,-0.05169773,-1.0748823,4.1862054
175,0.004480204813,-0.01004209543,8014.413,-0.0060362816,0.0073132515,-0.054815568,8097.587,4.7683716e-07,-2.3841858e-07,0.0
176,-0.002191099851,-0.01004080145,7220.243,0.50855064,-1.0264468,3.885309,7183.0635,0.5047207,-1.0325466,3.9063158
177,0.003610556365,-0.01003216748,9346.437,0.14512968,0.37167764,2.2515025,9298.001,0.12017918,0.37557912,2.2844198
178,0.0007581802859,-0.01002867664,6358.4307,-0.14406633,-0.9798161,4.119676,6375.3154,-0.14886808,-0.98002183,4.101868
179,-0.0007275829599,-0.01002704958,5982.3193,0.08720493,-1.1377716,4.222523,6005.0166,0.086845875,-1.1332836,4.1941676
180,-0.0007659260196,-0.01002618144,5981.093,0.09640026,-1.1400043,4.2240887,6001.0635,0.09459925,-1.1342074,4.1957746
181,-0.004414234033,-0.01002600402,4880.0107,0.58773184,-1.344045,1.2817539,4963.8877,0.5711498,-1.3132504,1.2488074
182,-0.0007909991529,-0.0100243559,5979.206,0.10240555,-1.1420759,4.22486,6016.333,0.10205841,-1.1322371,4.193437
183,-0.00393894576,-0.01001449305,6497.5107,0.73662996,-1.7650726,2.8220077,6481.8447,0.72741556,-1.7566253,2.809445
184,0.0007523185018,-0.0100115017,6349.2783,-0.14773369,-0.9863548,4.1129117,6365.9756,-0.15090609,-0.9862019,4.0987267
185,0.000756685288,-0.01001133048,6351.7393,-0.14821672,-0.9854388,4.111895,6367.96,-0.1514597,-0.9853935,4.0982347
186,0.0007667035402,-0.01001021786,6357.1377,-0.14950466,-0.9835603,4.1092277,6375.044,-0.1522398,-0.9834361,4.095082
187,0.00227064654,-0.01000460983,7497.8213,-0.1335783,-0.68284297,3.457786,7521.63,-0.13610554,-0.67794895,3.476623
188,0.004586509893,-0.009998182525,7802.173,0.000116825104,-0.008117437,-0.061210413,7872.204,4.7683716e-07,-2.3841858e-07,0.0
189,0.004482968627,-0.009991687118,7996.8545,0.31647873,0.7787919,0.7982379,8046.3604,0.34006786,0.77909255,0.7808098
190,0.002975186564,-0.009984694873,9158.185,0.03834963,-0.29595053,2.6794617,9141.696,0.027070522,-0.3050698,2.6859348
191,-0.004387653115,-0.009979870308,4893.3135,0.7075167,-1.62404,2.4175804,4945.8193,0.72244024,-1.6344364,2.365952
192,-0.003040401478,-0.009979243238,7985.9697,0.71641064,-1.2721784,3.3275878,7978.542,0.7292719,-1.2659087,3.3436017
193,0.004626951933,-0.009978169753,7735.302,0.0012350082,-0.0009431839,-0.044375136,7824.2314,4.7683716e-07,-2.3841858e-07,0.0
194,0.00378254724,-0.009968468519,9178.952,0.15296268,0.44294047,2.2601514,9203.522,0.1413722,0.4350891,2.2732587
195,-0.002514076216,-0.00996487916,7594.5693,0.689157,-1.1665953,3.6414387,7632.337,0.68039656,-1.1672542,3.6305716
196,-0.001521471127,-0.009961969648,6318.878,0.2976904,-1.1388813,4.1243844,6262.8486,0.2826376,-1.1485853,4.1069145
197,-0.003531322288,-0.009957489353,6881.2686,0.786129,-1.6922164,3.2175674,6896.093,0.77977276,-1.702006,3.247484
198,0.004565839319,-0.009957451526,7835.157,0.357028,0.7979903,0.8395861,7866.376,0.36545897,0.8168516,0.84617007
199,0.004598351796,-0.00994135116,7769.9385,0.37508488,0.8129499,0.88277584,7827.1396,0.36358166,0.80188227,0.86295325
200,-0.001696077652,-0.009938904375,6472.8486,0.3816018,-1.1097186,4.047089,6535.298,0.4002571,-1.0858223,4.034145
201,0.004484963338,-0.009931823979,7970.208,0.33533573,0.79081416,1.8104341,7989.212,0.33803034,0.7860217,1.7502762
202,0.003561405208,-0.009931243142,9259.948,0.14468575,0.3114035,2.4135447,9254.331,0.12379503,0.31620193,2.4425015
203,0.001534791966,-0.009930262582,6813.0205,-0.2041502,-0.8587636,3.8711083,6827.843,-0.21399212,-0.84251213,3.880749
204,-0.003910859472,-0.009928161498,6397.421,0.7614169,-1.7578483,2.947612,6436.042,0.76971483,-1.742927,2.9788184
205,-0.004357578395,-0.009923777835,4895.9424,0.72884464,-1.6606693,2.813594,4915.2373,0.7377882,-1.6631248,2.7816627
