node,y_coordinate,z_coordinate,pred_p,pred_w,pred_v,pred_u,target_p,target_w,target_v,target_u
17,-0.0006988279626,-0.01087426322,7785.5537,0.057562828,-0.7365073,4.321039,7847.1514,0.06011629,-0.7419275,4.3156743
18,0.000700337103,-0.01087325067,8138.8076,-0.04237461,-0.690156,4.297636,8136.1143,-0.040260315,-0.69281065,4.300336
19,-0.0007976894628,-0.01087085393,7816.8955,0.061486244,-0.72433674,4.303795,7847.718,0.06899595,-0.73409903,4.3076425
20,0.0007987364547,-0.01086973112,8212.261,-0.038585186,-0.6802814,4.2693024,8163.2275,-0.046792984,-0.68926847,4.289132
21,-0.0008678727426,-0.01086392967,7833.7314,0.06858444,-0.7211224,4.305657,7911.708,0.07420397,-0.7144166,4.280169
22,0.0008626413336,-0.01086337481,8250.362,-0.038167477,-0.6861855,4.279452,8206.802,-0.051013947,-0.69383085,4.2632656
23,-0.0018422917,-0.0108417049,8971.173,0.0017819405,0.010817051,-0.016587667,9166.183,4.7683716e-07,-2.3841858e-07,0.0
24,-0.001569339165,-0.01084141454,8461.462,0.028413296,-0.1262443,2.1400847,8379.437,0.030690193,-0.12429094,2.1499228
25,0.001854644739,-0.01084054823,9074.606,0.004611969,-0.0072438717,0.003603305,9065.948,4.7683716e-07,-2.3841858e-07,0.0
26,0.001578679153,-0.01083871159,8665.659,-0.059563637,-0.6352271,2.2896395,8761.282,-0.08095932,-0.62682617,2.3205466
27,6.150704927e-08,-0.01083368905,7751.5225,0.008343697,-0.86983395,4.6970973,7766.1436,0.00072431564,-0.86568475,4.7028503
28,-0.0006967765899,-0.0108090892,7809.173,0.07813072,-0.9000679,4.687235,7839.2373,0.07555199,-0.89711833,4.6733613
29,0.0006991384583,-0.01080745482,8106.5967,-0.05409479,-0.7974547,4.6106477,8127.366,-0.049241543,-0.7991967,4.614721
30,-0.0007937465364,-0.01080579672,7849.3467,0.08922005,-0.88734543,4.6483297,7840.6006,0.08675337,-0.8933723,4.671733
31,0.0007954287258,-0.01080398439,8188.247,-0.04969406,-0.78549993,4.5930314,8154.333,-0.056726456,-0.79210925,4.6041718
32,-0.0008623509698,-0.01079907096,7884.8525,0.0993104,-0.88791335,4.6441298,7906.0557,0.09510183,-0.87870157,4.651373
33,-0.001834305539,-0.01079767747,8998.862,-0.014830589,0.015170097,1.8567234,9101.269,-0.03101921,0.064741135,1.8709586
34,0.0008576929282,-0.01079777998,8234.669,-0.048909187,-0.7837236,4.590906,8197.099,-0.060225487,-0.7920965,4.579858
35,0.001846211,-0.01079527649,8957.331,-0.116034985,-0.7370504,2.1680148,9000.505,-0.1502204,-0.7882947,2.1403382
36,-0.001564117209,-0.01078777232,8399.015,0.14307737,-0.60654604,4.0235276,8388.431,0.14189386,-0.61862946,4.021504
37,0.001569035615,-0.01078456816,8789.206,-0.11280346,-0.66729474,3.9411066,8759.255,-0.079205036,-0.64875627,3.921907
38,-0.002287059578,-0.01075929823,9830.782,-0.01046896,0.009789467,0.0253224,9745.093,4.7683716e-07,-2.3841858e-07,0.0
39,4.465443976e-08,-0.01075509036,7763.837,0.0016407967,-0.94068694,4.789359,7745.8467,-0.0044407845,-0.9448221,4.7880316
40,-0.001825013312,-0.01074487587,8971.2295,0.13060856,-0.4739077,3.7861118,9117.304,0.11506271,-0.48087597,3.7552395
41,0.002356315858,-0.01074246017,9667.761,-0.004284382,-0.0019443035,-0.004755326,9629.593,4.7683716e-07,-2.3841858e-07,0.0
42,0.001836800737,-0.01074103147,9023.044,-0.14688826,-0.7677667,3.6262064,9005.661,-0.13521576,-0.7463219,3.656507
43,-0.0006944361236,-0.01073104327,7837.1963,0.0858345,-0.9709691,4.7853093,7823.626,0.08382845,-0.9834709,4.776257
44,0.0006977168976,-0.01072866159,8083.4014,-0.058143616,-0.8722913,4.707312,8105.407,-0.06175995,-0.868997,4.6944118
45,-0.0007890569006,-0.01072789135,7861.753,0.10562515,-0.9716774,4.775891,7826.0654,0.096842766,-0.98128176,4.777818
46,0.0007914495049,-0.01072525269,8135.0244,-0.063661575,-0.8581964,4.6820927,8131.55,-0.07005358,-0.86083055,4.6838684
47,-0.00155784511,-0.01072351947,8487.343,0.18355799,-0.81728685,4.4351707,8392.579,0.18926668,-0.8229414,4.464497
48,-0.0008557184374,-0.01072140572,7892.4404,0.11999893,-0.97197187,4.7663994,7893.0283,0.108192444,-0.9695556,4.7628136
49,0.0008517417888,-0.01071923194,8175.4736,-0.063206196,-0.85071754,4.666836,8173.366,-0.073041916,-0.8589295,4.6617203
50,0.001563536054,-0.01071905302,8756.95,-0.09899616,-0.7121564,4.2473755,8753.86,-0.08637476,-0.70412135,4.257702
51,-0.00228077201,-0.01071520222,9855.222,-0.018884659,0.05967474,1.645917,9680.649,-0.0048241615,0.04871583,1.6521181
52,0.00235044045,-0.01069717645,9509.7295,-0.1714654,-0.73525,1.8158689,9531.298,-0.16970205,-0.7489263,1.8152277
53,-0.001813960565,-0.01068159123,9042.978,0.19817495,-0.71306,4.272159,9138.458,0.1817174,-0.6950716,4.222541
54,0.001827349731,-0.01067621757,8964.366,-0.13042593,-0.7693329,4.0073786,9004.919,-0.13439608,-0.77176297,3.9961593
55,-0.002273017738,-0.01066241428,9797.962,0.1738987,-0.51653457,3.510708,9704.624,0.1880455,-0.5587294,3.5246263
56,-1.355544609e-08,-0.01066099345,7729.759,-0.022912025,-0.9765109,4.7885995,7718.7373,-0.0087451935,-0.9767178,4.7977405
57,-0.001550343408,-0.0106465868,8490.187,0.21558666,-0.9130106,4.571334,8383.036,0.22490215,-0.9350127,4.612154
58,0.002343037918,-0.01064300338,9573.489,-0.15151739,-0.6556864,3.16908,9543.013,-0.13066387,-0.63930106,3.1698093
59,0.001556919052,-0.01064060497,8741.138,-0.09382725,-0.75344646,4.3319387,8732.929,-0.09941006,-0.7539307,4.352953
60,-0.002783953771,-0.01063782925,10731.593,0.0024375916,-0.011005163,0.021315418,10721.608,4.7683716e-07,-2.3841858e-07,0.0
61,-0.0006915957469,-0.0106376115,7804.497,0.08758736,-1.0120122,4.799967,7797.2217,0.08777666,-1.0185196,4.7916865
62,-0.0007834793644,-0.01063462171,7826.839,0.10604191,-1.0128036,4.7917557,7800.1064,0.101673126,-1.016985,4.7941933
63,0.0006960479642,-0.01063433332,8052.7705,-0.0723052,-0.9099151,4.707755,8076.5654,-0.071522236,-0.9004729,4.7022033
64,0.000786660244,-0.0106310036,8106.282,-0.07696724,-0.89793324,4.68794,8101.6904,-0.08035374,-0.89250433,4.691855
65,-0.0008478911837,-0.01062841386,7840.6084,0.11944103,-1.0153224,4.7856073,7866.6455,0.1148777,-1.0072627,4.7818785
66,0.0008445872463,-0.01062520429,8139.1416,-0.080423355,-0.89146554,4.675216,8141.749,-0.08325386,-0.8902012,4.671717
67,-0.001800748521,-0.01060582306,9055.47,0.23868895,-0.81704915,4.4407487,9141.501,0.24192715,-0.8159199,4.401196
68,0.002924526828,-0.01060235409,11589.919,0.026203632,-0.008993387,0.023350343,11583.31,4.7683716e-07,-2.3841858e-07,0.0
69,-0.00226362658,-0.01059914731,9805.343,0.2732377,-0.7897835,4.0094085,9732.028,0.26685,-0.7704005,4.0254717
70,0.001816051982,-0.01059861061,8975.487,-0.12556791,-0.8146218,4.113061,8992.606,-0.13517904,-0.80945325,4.111675
71,-0.002768193163,-0.01059620402,10718.429,0.104700565,-0.44942582,1.066131,10731.495,0.10583067,-0.44557822,1.0418352
72,-0.002965709472,-0.01059265625,10910.575,0.0025362968,0.012248278,-0.019498326,10920.962,4.7683716e-07,-2.3841858e-07,0.0
73,0.00233452962,-0.01057810389,9572.765,-0.13123178,-0.6305598,3.5048518,9547.618,-0.12545204,-0.63525844,3.5063818
74,0.002908668051,-0.01055961681,11468.306,-0.15742111,-0.43013847,0.77645046,11510.6045,-0.15617752,-0.44726348,0.78639513
75,0.003089954913,-0.01055604777,11757.745,-0.006930828,0.0049347878,-0.019625714,11713.903,4.7683716e-07,-2.3841858e-07,0.0
76,-0.001541355458,-0.01055449084,8422.04,0.24609232,-0.9743289,4.606542,8348.126,0.24539328,-0.9859787,4.645187
77,-0.002956342197,-0.01054951638,10944.827,0.14397287,-0.5635786,0.8574829,10952.62,0.13023472,-0.560012,0.9063539
78,-1.374856529e-07,-0.01054858831,7704.6475,-0.016007423,-1.0224408,4.7849584,7686.919,-0.015543938,-1.0129437,4.79109
79,0.001548946129,-0.01054670795,8724.61,-0.108576775,-0.7781751,4.373204,8699.235,-0.11271191,-0.78226876,4.3731403
80,-0.003115548615,-0.01054640232,10653.792,0.006781101,0.0029444695,0.019826174,10642.698,4.7683716e-07,-2.3841858e-07,0.0
81,-0.002748856619,-0.01054645929,10691.159,0.28107357,-0.93194914,2.8587718,10733.812,0.29447603,-0.9349843,2.876649
82,-0.0006884156238,-0.01052594949,7768.464,0.09037447,-1.0582842,4.804411,7750.62,0.09080553,-1.0580996,4.7892365
83,-0.002252323587,-0.01052342802,9816.716,0.36600542,-0.8976072,4.217272,9730.681,0.33804464,-0.8819324,4.219241
84,-0.0007768774479,-0.01052314751,7784.948,0.10906172,-1.0624272,4.804854,7752.122,0.10557604,-1.0571443,4.7922482
85,0.0006940839119,-0.0105216471,8010.2627,-0.08681154,-0.9467975,4.7064457,8046.005,-0.08514786,-0.9359206,4.6943603
86,0.0007809010359,-0.01051841584,8063.9717,-0.09111881,-0.93317235,4.680397,8070.6006,-0.09459305,-0.9281031,4.684322
87,-0.0008385334828,-0.01051726706,7795.786,0.1235733,-1.0656161,4.7943606,7814.4404,0.12021303,-1.0489544,4.781789
88,-0.00178502829,-0.0105151054,8972.196,0.28314066,-0.876554,4.4895854,9101.544,0.28924322,-0.8764312,4.460926
89,0.0008360015298,-0.01051288067,8098.0186,-0.09422064,-0.92456377,4.660235,8107.952,-0.09749031,-0.92530346,4.6661696
90,0.003082321325,-0.01051096788,11632.3545,-0.13814783,-0.35679758,0.6335188,11651.171,-0.13120556,-0.35752845,0.60840076
91,0.002889623341,-0.01050841853,11557.188,-0.10423899,-0.3360318,2.078193,11498.249,-0.10667229,-0.3188268,2.1135886
92,0.00180253674,-0.01050572527,8985.347,-0.12594557,-0.84230196,4.1612167,8966.179,-0.13577032,-0.8339802,4.151142
93,-0.003112068638,-0.01050145228,10698.804,0.1956768,-0.6901132,0.8701623,10652.532,0.18830681,-0.6792643,0.8676504
94,0.00232420846,-0.01050043678,9588.228,-0.12472916,-0.65370584,3.623393,9543.194,-0.12344217,-0.6607549,3.6467202
95,-0.002944622896,-0.01049798191,10929.853,0.33464813,-1.0092117,2.6528823,10965.101,0.31356525,-1.0223689,2.6693656
96,-0.002723806381,-0.01048734351,10710.94,0.3631258,-1.077351,3.4042249,10756.058,0.38668633,-1.0876138,3.4106905
97,0.003073207311,-0.01045694195,11726.573,-0.071697235,-0.23959208,1.8735813,11647.376,-0.084867954,-0.23299158,1.8769472
98,-0.003107706444,-0.01044765308,10659.157,0.36771536,-1.154837,2.6692483,10645.487,0.3680048,-1.1154653,2.6282861
99,0.002868578313,-0.01044666846,11546.948,-0.074318886,-0.31532764,2.5431812,11507.245,-0.08415651,-0.31841385,2.5074492
100,-0.0015305844,-0.0104443468,8290.091,0.26848936,-1.0394119,4.641851,8268.239,0.26392698,-1.0374988,4.6537232
101,-0.00292847855,-0.01043680455,10988.782,0.4229722,-1.1369156,3.174005,11009.187,0.41139126,-1.1584147,3.1811404
102,0.001539336657,-0.01043450256,8649.571,-0.12898636,-0.8057116,4.385487,8657.931,-0.13130665,-0.8129798,4.379041
103,-0.002238661773,-0.01043282493,9768.032,0.4056797,-0.9446589,4.2712975,9675.075,0.39437532,-0.94011045,4.2858744
104,-0.002694037798,-0.01041650962,10728.444,0.47537518,-1.1686729,3.6666892,10742.118,0.4793172,-1.1592407,3.6631842
105,-3.697295511e-07,-0.01041418848,7674.8643,-0.0111022,-1.0676473,4.751503,7642.9365,-0.024619102,-1.0592875,4.769485
106,0.002311681096,-0.01040753138,9543.872,-0.11075783,-0.67993534,3.7137733,9521.614,-0.12351084,-0.68287945,3.71272
107,-0.001766345141,-0.01040655946,8828.319,0.32250023,-0.9428998,4.539108,8985.6045,0.33761215,-0.934746,4.4917955
108,0.001786411282,-0.01039469874,8931.927,-0.1302557,-0.8513845,4.179564,8924.12,-0.13867807,-0.86192334,4.177277
109,0.003060506376,-0.01039287173,11718.378,-0.055397987,-0.22135687,2.2797966,11664.099,-0.064655304,-0.23084164,2.2763832
110,-0.0006846184295,-0.01039243134,7729.837,0.09845972,-1.1070621,4.7645497,7679.796,0.092283726,-1.1092312,4.771343
111,-0.0007690600251,-0.01038984384,7744.05,0.11743069,-1.11149,4.761745,7678.55,0.10782862,-1.1091106,4.774668
112,0.0006915673629,-0.01038693701,7979.96,-0.10207796,-0.98712003,4.6879034,8004.743,-0.10259724,-0.98006904,4.672537
113,-0.0008275229522,-0.01038433853,7752.837,0.13087797,-1.1159159,4.758416,7733.7314,0.123464584,-1.1024346,4.765917
114,-0.003099331605,-0.01038410297,10724.384,0.46128225,-1.2329967,3.1220546,10666.847,0.461226,-1.2488298,3.1431375
115,0.000773906583,-0.01038382855,8036.3037,-0.105624676,-0.9732398,4.6587973,8029.0713,-0.11271763,-0.9722767,4.662978
116,0.0008257231733,-0.0103786038,8072.2607,-0.10809517,-0.9655547,4.6399198,8063.302,-0.11578941,-0.9688928,4.6470766
117,0.002843558402,-0.01037269777,11512.767,-0.0511899,-0.34822834,2.7258832,11509.29,-0.05711174,-0.34320223,2.7268202
118,-0.002909142845,-0.01036358311,11004.206,0.53324795,-1.2247679,3.4622104,11024.466,0.51455116,-1.223614,3.4354916
119,-0.003711416237,-0.01035390685,8767.011,-0.005033493,-0.007943392,0.020487111,8764.833,4.7683716e-07,-2.3841858e-07,0.0
120,0.00375263334,-0.01033871751,11619.649,0.0018076897,0.010529757,-0.00910477,11527.384,4.7683716e-07,-2.3841858e-07,0.0
121,-0.002659086981,-0.0103315218,10654.329,0.5596609,-1.1947774,3.767429,10644.296,0.5586791,-1.1900141,3.7875586
122,-0.002222132704,-0.0103244335,9627.851,0.4592967,-1.0048501,4.3305964,9528.874,0.4525299,-0.99603236,4.322505
123,0.003045055469,-0.01031624543,11711.134,-0.03796625,-0.2414912,2.5083697,11676.272,-0.038424492,-0.2491746,2.5065656
124,-0.003692666909,-0.01031400035,8700.532,0.58827305,-1.6709561,1.0197086,8683.017,0.5862236,-1.7133253,1.0046697
125,-0.001517299816,-0.0103127022,8192.554,0.3036399,-1.1088551,4.6359143,8143.802,0.2806406,-1.1017097,4.6473956
126,-0.003089206423,-0.01030807237,10723.675,0.55969095,-1.3192438,3.4058723,10654.243,0.55726624,-1.3155024,3.3967948
127,0.001527650175,-0.01030041657,8596.552,-0.16097021,-0.8613981,4.3591514,8603.392,-0.15652657,-0.8496599,4.376309
128,0.002296461409,-0.01029649847,9476.919,-0.10626125,-0.69795096,3.775866,9477.849,-0.12544966,-0.7080836,3.7695706
129,0.003735370991,-0.0102965554,11607.7,0.1680131,0.59712625,0.5175265,11534.042,0.18700075,0.60694957,0.5178199
130,0.003885841867,-0.01028951807,11422.86,0.032798767,0.013885736,-0.0047117597,11437.728,4.7683716e-07,-2.3841858e-07,0.0
131,0.002813888581,-0.01028411123,11409.095,-0.029191017,-0.37240458,2.8675528,11469.272,-0.02801466,-0.36995268,2.8691518
132,-0.001744207916,-0.01027672943,8636.411,0.3637247,-1.0193275,4.5461564,8777.882,0.3859563,-1.0057471,4.5071983
133,-0.002885974326,-0.01027594179,10873.366,0.6213021,-1.2520875,3.5718784,10952.003,0.6108041,-1.2541144,3.5665271
134,-0.003670257002,-0.01026615699,8717.565,0.6673455,-1.953509,2.5804112,8681.206,0.68102074,-1.9024311,2.6402261
135,0.001771244957,-0.01026118533,8866.247,-0.1320343,-0.8801557,4.2009296,8867.772,-0.14611006,-0.89132917,4.192405
136,5.567582636e-07,-0.01025059413,7579.423,-0.03966093,-1.123144,4.7205343,7579.2783,-0.038156986,-1.11881,4.731447
137,0.003873431046,-0.01024553756,11377.903,0.17942858,0.632422,0.53111774,11435.815,0.20780706,0.65769076,0.49357972
138,0.003716560528,-0.01024529118,11619.9795,0.20138884,0.6236048,1.6623735,11521.091,0.18720436,0.6361513,1.6583655
139,-0.004009453142,-0.01024000813,8131.503,-0.0013799667,-0.004056692,-0.025310267,8191.2295,4.7683716e-07,-2.3841858e-07,0.0
140,-0.0007013882375,-0.0102302627,7592.4795,0.095918655,-1.1667358,4.740446,7580.9404,0.09538746,-1.1756476,4.7367105
141,-0.002618235814,-0.01022948166,10493.415,0.6507778,-1.2203639,3.8807104,10413.483,0.63879967,-1.2165196,3.8777623
142,-0.0007667146468,-0.01022841731,7600.3857,0.11238527,-1.1683571,4.7364473,7576.8486,0.108706,-1.1763288,4.7395616
143,0.003026249188,-0.01022465155,11635.868,-0.015180111,-0.27105808,2.6642292,11648.032,-0.009147644,-0.26829493,2.6574483
144,-0.0008111100155,-0.01022445218,7605.6846,0.12246847,-1.1714721,4.7331967,7615.1826,0.12194681,-1.171862,4.733762
145,0.0007114785108,-0.01022201948,7954.29,-0.120723724,-1.0306894,4.648062,7958.081,-0.12932777,-1.0323476,4.6323833
146,0.0007744777506,-0.0102195925,7995.7783,-0.13825369,-1.0220164,4.639256,7977.802,-0.13817787,-1.0258757,4.625113
147,-0.003076560527,-0.01021722462,10558.636,0.64443064,-1.3388412,3.5237932,10554.804,0.64438343,-1.3504374,3.5260744
148,0.0008134375257,-0.01021571869,8021.218,-0.14399624,-1.0164804,4.6282053,8002.6143,-0.1408906,-1.0226628,4.614124
149,-0.00364407833,-0.01020846615,8694.087,0.7225032,-1.932324,3.0843189,8702.405,0.7306857,-1.9379267,3.1272297
150,-0.003996819886,-0.01019770645,8148.0107,0.6672659,-1.751832,0.9962394,8079.1533,0.6422291,-1.7788861,0.96261406
151,-0.002201852673,-0.01019494172,9400.478,0.5069852,-1.0508063,4.3270273,9264.86,0.5113306,-1.0641588,4.346112
152,0.003859987573,-0.01019225815,11414.983,0.21391821,0.6758709,1.6062934,11418.515,0.21025991,0.68598914,1.6081334
153,0.003687091413,-0.0101866622,11613.669,0.16483021,0.5707896,2.0651815,11538.8545,0.16058922,0.56033397,2.0869126
154,0.002778803271,-0.01017803908,11272.349,0.013256073,-0.41634977,3.0127995,11359.837,-0.00096559525,-0.40768814,3.008999
155,-0.002858203218,-0.01017099843,10655.44,0.716249,-1.2850399,3.676256,10732.948,0.71260977,-1.2788992,3.6636155
156,0.002276372181,-0.01016415095,9366.009,-0.124159336,-0.7345592,3.83724,9415.81,-0.13288069,-0.7353076,3.8269517
157,-0.001518796144,-0.01015392475,8059.4775,0.32194662,-1.1785012,4.620742,7984.7354,0.29951048,-1.1810504,4.62231
158,-0.00398202487,-0.0101468709,8104.8447,0.7537222,-1.9724399,2.4578054,8049.3057,0.7447176,-1.9626598,2.444257
159,-0.003612730383,-0.01013945224,8702.562,0.78691673,-1.9320694,3.3850849,8711.265,0.7800398,-1.9459742,3.3714461
160,0.001530710492,-0.0101372131,8526.095,-0.17191172,-0.91087174,4.3355694,8542.704,-0.1923747,-0.89053094,4.3569584
161,0.003838835528,-0.01013052751,11374.911,0.18251514,0.61721635,2.0427551,11431.274,0.18405008,0.61355424,2.0483725
162,-0.001724102244,-0.01012235703,8369.921,0.39294577,-1.1027993,4.5231338,8481.743,0.42670107,-1.0961791,4.5086503
163,0.003652058667,-0.01011639027,11610.558,0.15514565,0.4980836,2.337664,11559.792,0.14897013,0.48819304,2.3494823
164,0.003003290294,-0.01011522078,11517.296,0.0061335564,-0.29461443,2.8227355,11550.29,0.018984318,-0.2974348,2.8078685
165,-0.00306058168,-0.01010869055,10341.722,0.7261553,-1.3711632,3.6214335,10316.802,0.7348161,-1.3803214,3.624382
166,-0.002570830845,-0.0101070606,10048.2705,0.72445774,-1.2558967,3.9655359,10017.341,0.71473646,-1.2503812,3.9591594
167,0.001758263329,-0.01010152793,8759.003,-0.16681051,-0.92415726,4.211974,8774.546,-0.16687727,-0.9236473,4.2014256
168,-0.003962197144,-0.01008668798,8101.0205,0.7937875,-1.9684932,2.9208627,8045.9424,0.7850838,-1.9755087,2.91002
169,-0.004436034651,-0.01006466239,6115.4736,0.017147541,0.002701521,0.008997234,6060.464,4.7683716e-07,-2.3841858e-07,0.0
170,-0.003575489032,-0.0100567258,8626.353,0.8336129,-1.912576,3.5071223,8668.19,0.83044386,-1.9296778,3.5035787
171,0.00381330172,-0.01005671002,11390.603,0.17067575,0.56547594,2.3423188,11445.743,0.17245722,0.5471952,2.3240168
172,0.002732344119,-0.01005234116,11039.688,0.014743328,-0.46537948,3.162286,11139.749,0.016875744,-0.4622792,3.1697598
173,-0.002824953413,-0.01004552786,10249.507,0.8033824,-1.3248152,3.7663348,10318.88,0.8151083,-1.3080299,3.7553172
174,9.157496162e-07,-0.01004231917,7494.802,-0.062725544,-1.2008486,4.692543,7479.255,-0.058277607,-1.1984978,4.672637
175,0.004480204813,-0.01004209543,9976.429,-0.003953457,0.01022172,-0.0012805134,10027.765,4.7683716e-07,-2.3841858e-07,0.0
176,-0.002191099851,-0.01004080145,8974.759,0.57443666,-1.1436956,4.33008,8910.1045,0.56738853,-1.1517122,4.3546047
177,0.003610556365,-0.01003216748,11596.444,0.16040659,0.41778278,2.5229726,11552.905,0.14904785,0.42849422,2.5225778
178,0.0007581802859,-0.01002867664,7866.6455,-0.16192245,-1.0935266,4.5882063,7890.552,-0.16891289,-1.0923775,4.5773406
179,-0.0007275829599,-0.01002704958,7404.5186,0.09976101,-1.2700481,4.697475,7432.0225,0.09762049,-1.2642771,4.681587
180,-0.0007659260196,-0.01002618144,7403.628,0.110109806,-1.2724482,4.6989994,7427.165,0.1063261,-1.265318,4.6833763
181,-0.004414234033,-0.01002600402,6039.6104,0.66375923,-1.5150086,1.4821801,6105.589,0.65755415,-1.5191073,1.4959052
182,-0.0007909991529,-0.0100243559,7401.7,0.116873264,-1.2746903,4.6997123,7446.5166,0.11472273,-1.2630897,4.680695
183,-0.00393894576,-0.01001449305,8041.198,0.82722044,-1.9782037,3.181468,8030.3604,0.8260851,-1.9721282,3.164602
184,0.0007523185018,-0.0100115017,7854.341,-0.16594076,-1.1006203,4.5803876,7878.9697,-0.17116117,-1.099185,4.573691
185,0.000756685288,-0.01001133048,7857.448,-0.16649628,-1.0995945,4.5792913,7881.4346,-0.1717925,-1.098278,4.5731287
186,0.0007667035402,-0.01001021786,7864.241,-0.16796732,-1.0974807,4.5763917,7890.2373,-0.17269373,-1.096116,4.569585
187,0.00227064654,-0.01000460983,9321.919,-0.14654541,-0.7615627,3.8607628,9318.874,-0.1544528,-0.7590661,3.875451
188,0.004586509893,-0.009998182525,9711.185,0.0018920898,-0.0074443817,-0.010620761,9741.478,4.7683716e-07,-2.3841858e-07,0.0
189,0.004482968627,-0.009991687118,9937.413,0.3590169,0.8744333,0.9579376,9962.483,0.38210773,0.88206553,0.9377301
190,0.002975186564,-0.009984694873,11366.255,0.045021057,-0.3287264,2.9942133,11348.905,0.03911066,-0.34039938,2.9791672
191,-0.004387653115,-0.009979870308,6057.286,0.79666996,-1.8267429,2.7503262,6082.5967,0.8128314,-1.8401127,2.745333
192,-0.003040401478,-0.009979243238,9899.819,0.80494595,-1.4234346,3.7254107,9903.339,0.82362556,-1.4146653,3.7213643
193,0.004626951933,-0.009978169753,9626.985,0.0028839111,0.0006144047,0.007804955,9681.483,4.7683716e-07,-2.3841858e-07,0.0
194,0.00378254724,-0.009968468519,11393.519,0.1684637,0.4961505,2.5345337,11431.085,0.17223549,0.49475813,2.5072498
195,-0.002514076216,-0.00996487916,9431.687,0.7755308,-1.3003674,4.059439,9468.575,0.76622915,-1.3031404,4.044706
196,-0.001521471127,-0.009961969648,7829.913,0.33767557,-1.2680953,4.5866375,7757.249,0.3170991,-1.2810588,4.5818276
197,-0.003531322288,-0.009957489353,8521.62,0.88315725,-1.8953167,3.6144714,8543.327,0.8823557,-1.906459,3.6128411
198,0.004565839319,-0.009957451526,9734.782,0.40413427,0.8958874,1.0044348,9733.8955,0.4100418,0.92363334,1.0105219
199,0.004598351796,-0.00994135116,9652.956,0.42416,0.912524,1.0523427,9684.86,0.40841293,0.9074061,1.0293585
200,-0.001696077652,-0.009938904375,8025.325,0.43193626,-1.2347684,4.501127,8097.081,0.44956064,-1.2108815,4.499591
201,0.004484963338,-0.009931823979,9891.351,0.37509203,0.8837211,2.0685701,9889.466,0.368464,0.86817837,2.0499384
202,0.003561405208,-0.009931243142,11493.7295,0.16054344,0.35060573,2.6948538,11493.483,0.15082312,0.36136866,2.6973813
203,0.001534791966,-0.009930262582,8436.687,-0.22849846,-0.95757365,4.3173394,8451.583,-0.24394894,-0.94052684,4.3286242
204,-0.003910859472,-0.009928161498,7916.0283,0.85381794,-1.9682612,3.3142283,7966.634,0.8718958,-1.9536804,3.3209121
205,-0.004357578395,-0.009923777835,6065.491,0.81853724,-1.8633828,3.1802602,6045.663,0.8270769,-1.8666446,3.164246
206,0.004541115386,-0.009908623026,9745.376,0.39226532,0.90732,2.0902305,9731.585,0.38558674,0.89286685,2.0938919
